Date,EquipmentID,UsageHours,Temperature,Vibration,Pressure,Failure
2025-07-03 03:59:38,Compressor1,11.24,71.13,0.0249,116.85,0
2025-07-03 04:29:38,Pump1,3.2,65.11,0.0139,112.81,0
2025-07-03 04:59:38,Pump2,9.51,66.48,0.0147,108.6,0
2025-07-03 05:29:38,Pump1,11.59,61.58,0.0182,108.89,0
2025-07-03 05:59:38,Compressor2,3.09,75.38,0.0163,127.44,0
2025-07-03 06:29:38,Pump2,4.63,68.99,0.0133,110.74,0
2025-07-03 06:59:38,Compressor1,3.11,69.66,0.024,118.87,0
2025-07-03 07:29:38,Compressor1,5.73,73.64,0.0147,117.54,0
2025-07-03 07:59:38,Compressor1,8.25,75.68,0.0256,120.49,0
2025-07-03 08:29:38,Pump2,1.27,67.86,0.0156,104.5,0
2025-07-03 08:59:38,Compressor2,3.68,65.62,0.024,122.32,0
2025-07-03 09:29:38,Compressor1,6.11,73.11,0.02,120.28,0
2025-07-03 09:59:38,Compressor2,10.81,77.68,0.021,128.21,0
2025-07-03 10:29:38,Pump2,3.72,70.61,0.015,108.98,0
2025-07-03 10:59:38,Pump1,10.82,65.51,0.0119,106.43,0
2025-07-03 11:29:38,Compressor1,3.28,74.52,0.0211,120.86,0
2025-07-03 11:59:38,Compressor2,9.29,74.69,0.0144,120.45,0
2025-07-03 12:29:38,Compressor2,6.34,76.56,0.0223,119.34,0
2025-07-03 12:59:38,Pump2,7.51,66.58,0.0147,117.14,0
2025-07-03 13:29:38,Fan1,9.37,63.32,0.0109,105.38,0
2025-07-03 13:59:38,Pump1,3.47,72.18,0.0077,111.74,0
2025-07-03 14:29:38,Pump1,2.26,67.48,0.011,109.32,0
2025-07-03 14:59:38,Pump1,7.37,69.3,0.0156,107.74,0
2025-07-03 15:29:38,Pump2,2.12,67.29,0.0173,109.12,0
2025-07-03 15:59:38,Pump1,6.57,68.91,0.017,106.44,0
2025-07-03 16:29:38,Compressor1,11.62,76.15,0.0197,123.19,0
2025-07-03 16:59:38,Compressor2,1.95,68.13,0.0232,125.24,0
2025-07-03 17:29:38,Pump1,4.9,65.23,0.0144,113.04,0
2025-07-03 17:59:38,Compressor2,6.37,77.14,0.017,123.08,0
2025-07-03 18:29:38,Pump1,8.3,66.22,0.013,111.41,0
2025-07-03 18:59:38,Fan1,2.33,60.21,0.0089,108.35,0
2025-07-03 19:29:38,Pump2,9.36,72.31,0.0159,109.97,0
2025-07-03 19:59:38,Fan1,11.72,60.7,0.0072,109.27,0
2025-07-03 20:29:38,Pump1,3.03,71.01,0.0146,112.16,0
2025-07-03 20:59:38,Pump1,9.92,64.18,0.0145,107.42,0
2025-07-03 21:29:38,Compressor2,5.96,77.24,0.0212,119.41,0
2025-07-03 21:59:38,Compressor2,7.88,72.36,0.0139,124.02,0
2025-07-03 22:29:38,Compressor1,3.55,73.26,0.0206,119.31,0
2025-07-03 22:59:38,Compressor2,6.99,76.59,0.0269,116.6,0
2025-07-03 23:29:38,Fan1,5.83,61.04,0.0112,110.28,0
2025-07-03 23:59:38,Compressor1,4.55,65.41,0.0191,122.04,0
2025-07-04 00:29:38,Pump1,1.44,69.8,0.0176,111.11,0
2025-07-04 00:59:38,Compressor2,6.17,70.09,0.02,123.75,0
2025-07-04 01:29:38,Compressor1,7.05,68.86,0.023,127.55,0
2025-07-04 01:59:38,Compressor2,6.08,74.79,0.016,124.92,0
2025-07-04 02:29:38,Pump1,5.82,62.23,0.0192,115.54,0
2025-07-04 02:59:38,Pump2,3.47,62.81,0.0147,110.61,0
2025-07-04 03:29:38,Fan1,11.78,62.5,0.0077,114.13,0
2025-07-04 03:59:38,Pump2,5.56,69.29,0.0158,111.88,0
2025-07-04 04:29:38,Compressor2,5.91,71.34,0.0237,124.02,0
2025-07-04 04:59:38,Pump2,10.42,68.47,0.0127,112.22,0
2025-07-04 05:29:38,Pump2,7.49,70.01,0.0108,110.7,0
2025-07-04 05:59:38,Pump2,6.16,65.21,0.0178,108.09,0
2025-07-04 06:29:38,Compressor2,9.35,67.37,0.0147,124.04,0
2025-07-04 06:59:38,Pump2,7.97,68.07,0.016,109.31,0
2025-07-04 07:29:38,Pump1,6.84,68.14,0.0114,104.01,0
2025-07-04 07:59:38,Compressor2,3.55,73.19,0.0213,124.29,0
2025-07-04 08:29:38,Fan1,4.8,64.22,0.0073,106.28,0
2025-07-04 08:59:38,Pump2,5.2,68.41,0.0194,103.22,0
2025-07-04 09:29:38,Compressor1,9.19,71.09,0.0206,125.56,0
2025-07-04 09:59:38,Pump2,7.83,69.46,0.0151,114.23,0
2025-07-04 10:29:38,Pump1,9.06,64.26,0.0165,109.03,0
2025-07-04 10:59:38,Compressor2,4.0,78.37,0.0222,123.79,0
2025-07-04 11:29:38,Fan1,9.3,65.28,0.0112,104.38,0
2025-07-04 11:59:38,Compressor2,6.9,72.36,0.0243,115.26,0
2025-07-04 12:29:38,Fan1,10.73,63.02,0.0062,101.64,0
2025-07-04 12:59:38,Fan1,1.41,59.87,0.0056,105.13,0
2025-07-04 13:29:38,Fan1,5.61,60.31,0.0108,109.26,0
2025-07-04 13:59:38,Compressor1,3.39,73.45,0.0167,126.15,0
2025-07-04 14:29:38,Fan1,11.44,56.15,0.0064,113.22,0
2025-07-04 14:59:38,Pump1,7.21,70.89,0.0106,104.77,0
2025-07-04 15:29:38,Fan1,4.05,67.6,0.0121,111.36,0
2025-07-04 15:59:38,Pump1,7.48,83.98,0.0479,131.3,1
2025-07-04 16:29:38,Pump1,6.65,68.56,0.0184,110.08,0
2025-07-04 16:59:38,Compressor2,11.98,69.88,0.0183,116.36,0
2025-07-04 17:29:38,Pump1,7.87,67.68,0.0112,107.44,0
2025-07-04 17:59:38,Compressor2,10.38,75.05,0.0178,120.93,0
2025-07-04 18:29:38,Pump2,9.03,65.04,0.0157,112.66,0
2025-07-04 18:59:38,Compressor1,2.06,71.09,0.0238,116.22,0
2025-07-04 19:29:38,Fan1,11.35,66.4,0.0059,110.0,0
2025-07-04 19:59:38,Pump1,3.47,70.29,0.0116,113.91,0
2025-07-04 20:29:38,Compressor1,7.75,71.03,0.0282,126.63,0
2025-07-04 20:59:38,Pump2,4.86,62.84,0.0184,111.7,0
2025-07-04 21:29:38,Pump1,5.99,63.1,0.0138,112.35,0
2025-07-04 21:59:38,Pump1,1.9,64.38,0.0179,105.4,0
2025-07-04 22:29:38,Compressor2,8.46,70.31,0.0157,117.17,0
2025-07-04 22:59:38,Pump1,9.41,62.25,0.0185,112.69,0
2025-07-04 23:29:38,Compressor2,9.87,76.58,0.0163,121.13,0
2025-07-04 23:59:38,Fan1,5.59,58.68,0.009,112.29,0
2025-07-05 00:29:38,Fan1,7.48,58.76,0.0105,105.32,0
2025-07-05 00:59:38,Pump2,3.13,63.33,0.0197,111.82,0
2025-07-05 01:29:38,Pump1,9.36,62.36,0.0148,111.48,0
2025-07-05 01:59:38,Compressor2,7.99,74.57,0.0253,118.83,0
2025-07-05 02:29:38,Compressor1,4.87,72.81,0.0193,120.68,0
2025-07-05 02:59:38,Pump1,7.1,70.92,0.0147,112.3,0
2025-07-05 03:29:38,Fan1,5.96,65.39,0.0139,109.25,0
2025-07-05 03:59:38,Pump1,6.75,64.53,0.0128,109.26,0
2025-07-05 04:29:38,Compressor2,4.63,67.58,0.0193,120.98,0
2025-07-05 04:59:38,Compressor2,2.56,78.79,0.0199,120.74,0
2025-07-05 05:29:38,Pump1,9.95,68.56,0.0159,114.71,0
2025-07-05 05:59:38,Compressor1,11.46,74.26,0.0127,121.71,0
2025-07-05 06:29:38,Fan1,10.19,60.44,0.0063,112.53,0
2025-07-05 06:59:38,Compressor1,7.87,71.07,0.0132,121.86,0
2025-07-05 07:29:38,Compressor1,3.57,76.68,0.0248,126.73,0
2025-07-05 07:59:38,Compressor2,5.2,79.67,0.0222,119.99,0
2025-07-05 08:29:38,Fan1,11.28,59.51,0.0069,104.56,0
2025-07-05 08:59:38,Compressor1,11.41,74.92,0.0153,116.44,0
2025-07-05 09:29:38,Compressor2,3.47,67.85,0.0206,114.33,0
2025-07-05 09:59:38,Pump1,2.53,65.38,0.0137,109.52,0
2025-07-05 10:29:38,Pump2,2.22,65.77,0.0132,110.22,0
2025-07-05 10:59:38,Compressor1,6.9,69.17,0.0251,119.04,1
2025-07-05 11:29:38,Fan1,1.94,57.06,0.0097,109.87,0
2025-07-05 11:59:38,Compressor2,5.26,70.21,0.0226,112.0,0
2025-07-05 12:29:38,Pump1,1.49,71.21,0.0143,110.78,0
2025-07-05 12:59:38,Compressor1,9.54,71.47,0.0195,113.15,0
2025-07-05 13:29:38,Fan1,3.79,59.7,0.0118,110.81,0
2025-07-05 13:59:38,Fan1,5.4,64.37,0.0105,105.8,0
2025-07-05 14:29:38,Fan1,9.0,65.44,0.0127,111.23,0
2025-07-05 14:59:38,Pump1,8.89,65.59,0.0129,111.55,0
2025-07-05 15:29:38,Compressor2,11.43,77.16,0.0167,128.37,0
2025-07-05 15:59:38,Pump1,1.38,67.16,0.0148,112.49,0
2025-07-05 16:29:38,Compressor2,5.88,66.41,0.0184,117.65,0
2025-07-05 16:59:38,Pump1,11.05,66.43,0.0141,108.68,0
2025-07-05 17:29:38,Compressor1,2.9,73.66,0.0188,118.66,0
2025-07-05 17:59:38,Fan1,4.3,65.01,0.0119,104.54,0
2025-07-05 18:29:38,Pump2,9.69,65.24,0.0116,109.01,0
2025-07-05 18:59:38,Compressor2,8.89,74.44,0.0149,119.8,0
2025-07-05 19:29:38,Fan1,4.79,65.18,0.0108,107.71,0
2025-07-05 19:59:38,Compressor1,6.7,69.4,0.0272,122.55,0
2025-07-05 20:29:38,Compressor2,7.99,72.24,0.0219,117.74,0
2025-07-05 20:59:38,Pump2,7.87,66.33,0.019,104.0,0
2025-07-05 21:29:38,Pump1,8.16,63.69,0.0172,111.25,0
2025-07-05 21:59:38,Fan1,9.88,62.56,0.0103,104.07,0
2025-07-05 22:29:38,Compressor1,8.9,72.6,0.0249,115.67,0
2025-07-05 22:59:38,Compressor2,5.95,65.34,0.021,118.52,0
2025-07-05 23:29:38,Pump2,3.09,72.93,0.0182,115.36,0
2025-07-05 23:59:38,Pump1,3.37,66.16,0.015,117.84,0
2025-07-06 00:29:38,Compressor1,2.47,69.3,0.0143,112.61,0
2025-07-06 00:59:38,Compressor2,6.55,67.88,0.0244,116.65,0
2025-07-06 01:29:38,Pump1,11.33,64.04,0.0174,108.89,0
2025-07-06 01:59:38,Pump2,2.64,65.49,0.0209,109.42,0
2025-07-06 02:29:38,Compressor2,10.11,75.67,0.0164,120.75,0
2025-07-06 02:59:38,Pump1,8.98,66.18,0.0155,116.74,0
2025-07-06 03:29:38,Compressor2,2.88,73.67,0.0249,119.04,0
2025-07-06 03:59:38,Pump1,5.85,66.83,0.0142,107.42,0
2025-07-06 04:29:38,Compressor1,2.52,73.67,0.0237,115.43,0
2025-07-06 04:59:38,Pump2,8.43,68.29,0.0177,109.31,0
2025-07-06 05:29:38,Pump2,11.8,67.4,0.0149,114.84,0
2025-07-06 05:59:38,Compressor2,2.34,74.6,0.0268,120.01,0
2025-07-06 06:29:38,Pump2,4.81,63.89,0.0131,110.56,0
2025-07-06 06:59:38,Compressor2,7.46,75.02,0.0166,122.85,0
2025-07-06 07:29:38,Compressor1,2.51,74.56,0.017,123.74,0
2025-07-06 07:59:38,Compressor1,4.53,75.18,0.0137,126.59,0
2025-07-06 08:29:38,Pump1,2.93,73.55,0.0116,114.29,0
2025-07-06 08:59:38,Fan1,2.18,62.63,0.011,109.35,0
2025-07-06 09:29:38,Pump2,2.24,68.87,0.0128,105.23,0
2025-07-06 09:59:38,Fan1,10.42,65.12,0.0117,103.01,0
2025-07-06 10:29:38,Pump2,1.08,69.56,0.013,113.67,0
2025-07-06 10:59:38,Compressor2,1.68,66.64,0.0208,122.83,0
2025-07-06 11:29:38,Fan1,5.04,66.9,0.0107,111.71,0
2025-07-06 11:59:38,Fan1,6.91,59.34,0.0083,110.05,0
2025-07-06 12:29:38,Pump1,11.09,69.88,0.0184,107.03,0
2025-07-06 12:59:38,Pump2,3.26,62.79,0.0152,108.82,0
2025-07-06 13:29:38,Compressor2,8.4,67.6,0.0187,117.73,0
2025-07-06 13:59:38,Pump1,11.94,60.92,0.0172,102.86,0
2025-07-06 14:29:38,Pump2,5.62,67.75,0.0218,114.81,0
2025-07-06 14:59:38,Compressor2,11.92,66.18,0.0274,118.27,0
2025-07-06 15:29:38,Fan1,5.17,61.56,0.0086,105.71,0
2025-07-06 15:59:38,Pump1,11.3,62.22,0.0128,112.31,0
2025-07-06 16:29:38,Pump1,6.94,67.78,0.0085,113.34,0
2025-07-06 16:59:38,Compressor2,4.53,67.8,0.0223,120.62,0
2025-07-06 17:29:38,Pump1,2.93,67.89,0.0121,111.76,0
2025-07-06 17:59:38,Compressor1,2.64,76.42,0.018,121.94,0
2025-07-06 18:29:38,Pump2,11.65,66.01,0.0163,109.05,0
2025-07-06 18:59:38,Compressor1,3.1,76.27,0.0167,125.81,0
2025-07-06 19:29:38,Compressor2,10.56,77.55,0.0167,123.31,0
2025-07-06 19:59:38,Pump1,8.65,67.76,0.0149,113.4,0
2025-07-06 20:29:38,Compressor1,6.64,69.16,0.0224,117.43,0
2025-07-06 20:59:38,Pump2,3.43,64.42,0.0178,111.68,0
2025-07-06 21:29:38,Pump2,3.7,68.83,0.0115,113.04,0
2025-07-06 21:59:38,Compressor1,2.54,69.27,0.0254,122.16,0
2025-07-06 22:29:38,Compressor2,8.35,67.68,0.0262,123.96,0
2025-07-06 22:59:38,Pump1,8.02,68.72,0.0159,102.71,0
2025-07-06 23:29:38,Compressor1,11.75,93.85,0.0763,143.42,1
2025-07-06 23:59:38,Pump2,3.11,67.27,0.0099,106.27,0
2025-07-07 00:29:38,Compressor1,4.3,68.43,0.0214,123.92,0
2025-07-07 00:59:38,Compressor1,1.1,71.14,0.02,117.16,0
2025-07-07 01:29:38,Pump1,10.91,70.01,0.0165,110.77,0
2025-07-07 01:59:38,Fan1,11.22,68.2,0.0111,106.53,0
2025-07-07 02:29:38,Compressor1,7.23,76.96,0.0183,120.45,0
2025-07-07 02:59:38,Pump1,5.81,65.84,0.0209,109.22,0
2025-07-07 03:29:38,Fan1,6.4,62.82,0.0081,113.7,0
2025-07-07 03:59:38,Pump1,1.81,67.79,0.0156,105.54,0
2025-07-07 04:29:38,Fan1,4.96,56.81,0.0045,106.61,0
2025-07-07 04:59:38,Compressor1,7.57,71.85,0.012,120.55,0
2025-07-07 05:29:38,Compressor2,2.87,72.47,0.0232,121.32,0
2025-07-07 05:59:38,Compressor1,4.97,72.09,0.018,124.71,0
2025-07-07 06:29:38,Pump2,7.82,64.58,0.0173,111.03,0
2025-07-07 06:59:38,Compressor2,3.21,72.92,0.022,124.41,0
2025-07-07 07:29:38,Compressor1,4.08,74.78,0.0263,116.31,0
2025-07-07 07:59:38,Pump2,6.08,67.71,0.0137,116.38,0
2025-07-07 08:29:38,Compressor1,3.78,72.89,0.0154,117.78,0
2025-07-07 08:59:38,Compressor2,8.61,73.65,0.0189,128.31,0
2025-07-07 09:29:38,Pump1,2.83,65.28,0.0141,113.17,0
2025-07-07 09:59:38,Fan1,3.85,65.06,0.0102,105.11,0
2025-07-07 10:29:38,Compressor1,2.66,71.69,0.0202,125.73,0
2025-07-07 10:59:38,Pump2,6.73,62.99,0.0155,113.01,0
2025-07-07 11:29:38,Pump1,8.13,66.3,0.0158,112.2,0
2025-07-07 11:59:38,Pump2,9.78,63.6,0.0157,109.39,0
2025-07-07 12:29:38,Pump2,3.36,68.45,0.0168,106.09,0
2025-07-07 12:59:38,Compressor2,3.89,69.84,0.0194,120.67,0
2025-07-07 13:29:38,Compressor2,2.9,71.44,0.0219,120.63,0
2025-07-07 13:59:38,Fan1,8.63,59.18,0.0059,105.15,0
2025-07-07 14:29:38,Compressor2,7.1,70.79,0.02,126.16,0
2025-07-07 14:59:38,Fan1,5.22,66.06,0.0092,106.0,0
2025-07-07 15:29:38,Compressor1,9.37,70.23,0.0161,112.55,0
2025-07-07 15:59:38,Compressor1,9.53,71.46,0.0187,112.66,0
2025-07-07 16:29:38,Compressor2,8.19,72.87,0.0155,121.67,0
2025-07-07 16:59:38,Pump1,3.61,67.46,0.0178,114.73,0
2025-07-07 17:29:38,Pump2,9.86,68.08,0.0181,111.31,0
2025-07-07 17:59:38,Fan1,11.84,57.62,0.0123,113.36,0
2025-07-07 18:29:38,Fan1,3.75,66.96,0.0099,112.66,0
2025-07-07 18:59:38,Compressor2,1.83,75.34,0.0205,120.75,0
2025-07-07 19:29:38,Fan1,10.56,58.6,0.0137,110.1,0
2025-07-07 19:59:38,Pump1,10.07,67.49,0.0125,115.51,0
2025-07-07 20:29:38,Compressor1,1.51,77.13,0.0201,126.65,0
2025-07-07 20:59:38,Compressor1,8.57,69.33,0.0219,119.96,0
2025-07-07 21:29:38,Fan1,2.82,59.08,0.0108,109.87,0
2025-07-07 21:59:38,Pump1,3.49,60.21,0.0164,109.05,0
2025-07-07 22:29:38,Compressor1,1.98,70.51,0.0187,115.84,0
2025-07-07 22:59:38,Pump2,7.2,65.29,0.0152,104.18,0
2025-07-07 23:29:38,Compressor1,10.86,70.05,0.0213,116.07,0
2025-07-07 23:59:38,Pump2,7.61,63.9,0.0197,104.67,0
2025-07-08 00:29:38,Fan1,5.31,62.64,0.013,104.18,0
2025-07-08 00:59:38,Pump2,11.75,70.6,0.0128,113.31,0
2025-07-08 01:29:38,Fan1,11.86,63.11,0.0041,106.28,0
2025-07-08 01:59:38,Compressor1,5.57,68.85,0.0216,121.32,0
2025-07-08 02:29:38,Fan1,2.71,60.3,0.0146,113.34,0
2025-07-08 02:59:38,Fan1,1.64,62.8,0.011,112.03,0
2025-07-08 03:29:38,Pump2,2.8,65.04,0.0189,114.06,0
2025-07-08 03:59:38,Pump2,2.3,67.32,0.0174,113.0,0
2025-07-08 04:29:38,Compressor2,1.61,70.49,0.0172,122.54,0
2025-07-08 04:59:38,Pump1,10.49,65.28,0.0141,103.49,0
2025-07-08 05:29:38,Pump1,5.61,66.79,0.0201,111.31,0
2025-07-08 05:59:38,Fan1,3.46,56.22,0.0102,107.56,0
2025-07-08 06:29:38,Fan1,3.21,59.53,0.0113,104.31,0
2025-07-08 06:59:38,Compressor1,7.01,73.33,0.0262,119.96,0
2025-07-08 07:29:38,Pump1,10.34,66.68,0.0113,110.24,0
2025-07-08 07:59:38,Pump1,1.48,72.74,0.0114,111.07,0
2025-07-08 08:29:38,Pump1,5.34,64.12,0.0163,109.29,0
2025-07-08 08:59:38,Fan1,4.59,62.57,0.0129,108.61,0
2025-07-08 09:29:38,Pump1,5.47,68.79,0.01,108.82,0
2025-07-08 09:59:38,Pump1,8.75,62.41,0.0203,106.08,0
2025-07-08 10:29:38,Fan1,10.02,65.14,0.0101,107.28,0
2025-07-08 10:59:38,Pump1,1.13,70.78,0.0145,109.16,0
2025-07-08 11:29:38,Pump1,1.24,70.86,0.0126,111.03,0
2025-07-08 11:59:38,Fan1,11.17,61.68,0.0126,104.08,0
2025-07-08 12:29:38,Fan1,10.72,61.39,0.0061,105.3,0
2025-07-08 12:59:38,Compressor2,5.61,74.36,0.0139,122.55,0
2025-07-08 13:29:38,Pump1,6.99,73.38,0.0173,108.31,0
2025-07-08 13:59:38,Fan1,4.09,62.5,0.006,111.57,0
2025-07-08 14:29:38,Pump2,9.98,61.2,0.0202,106.2,0
2025-07-08 14:59:38,Compressor1,2.94,73.44,0.025,127.54,0
2025-07-08 15:29:38,Fan1,3.07,67.89,0.0103,107.67,0
2025-07-08 15:59:38,Pump1,6.26,65.4,0.0183,104.58,0
2025-07-08 16:29:38,Fan1,2.56,59.72,0.0068,107.15,0
2025-07-08 16:59:38,Compressor1,11.73,72.33,0.0195,118.28,0
2025-07-08 17:29:38,Compressor2,3.46,71.1,0.0227,125.26,0
2025-07-08 17:59:38,Pump1,11.94,66.1,0.0194,112.36,0
2025-07-08 18:29:38,Pump2,4.64,66.76,0.0104,111.42,0
2025-07-08 18:59:38,Fan1,1.75,58.7,0.0046,105.7,0
2025-07-08 19:29:38,Pump2,7.01,69.3,0.0179,110.34,0
2025-07-08 19:59:38,Pump2,1.22,63.7,0.0161,108.55,0
2025-07-08 20:29:38,Pump1,7.53,67.3,0.0144,109.53,0
2025-07-08 20:59:38,Compressor1,3.09,71.19,0.0179,115.32,0
2025-07-08 21:29:38,Pump2,6.4,60.76,0.0108,113.26,0
2025-07-08 21:59:38,Compressor1,4.21,72.5,0.0137,115.83,0
2025-07-08 22:29:38,Fan1,10.74,59.27,0.0084,105.73,0
2025-07-08 22:59:38,Fan1,2.06,65.01,0.0072,111.87,0
2025-07-08 23:29:38,Pump1,6.89,69.0,0.0206,109.52,0
2025-07-08 23:59:38,Pump1,8.45,64.13,0.0203,111.21,0
2025-07-09 00:29:38,Pump2,11.87,72.99,0.013,112.07,0
2025-07-09 00:59:38,Pump1,10.42,68.02,0.0115,112.42,0
2025-07-09 01:29:38,Compressor1,7.41,65.86,0.0133,123.26,0
2025-07-09 01:59:38,Compressor2,8.2,74.98,0.0212,116.99,0
2025-07-09 02:29:38,Compressor1,3.61,71.84,0.0271,115.12,0
2025-07-09 02:59:38,Fan1,8.53,58.85,0.0105,113.07,0
2025-07-09 03:29:38,Fan1,3.07,63.37,0.0114,111.48,0
2025-07-09 03:59:38,Pump1,6.57,70.06,0.0153,105.31,0
2025-07-09 04:29:38,Pump2,11.1,67.37,0.0156,110.1,0
2025-07-09 04:59:38,Pump1,5.91,68.05,0.0133,109.3,0
2025-07-09 05:29:38,Fan1,5.25,64.23,0.0149,109.28,0
2025-07-09 05:59:38,Pump2,9.58,61.85,0.0176,106.73,0
2025-07-09 06:29:38,Pump1,8.84,63.71,0.019,117.39,0
2025-07-09 06:59:38,Pump2,5.37,67.06,0.0177,116.15,0
2025-07-09 07:29:38,Compressor2,1.7,74.16,0.0209,114.13,0
2025-07-09 07:59:38,Fan1,1.62,62.77,0.0093,105.16,0
2025-07-09 08:29:38,Pump1,5.6,64.38,0.0206,108.6,0
2025-07-09 08:59:38,Pump2,11.35,66.68,0.0135,111.36,0
2025-07-09 09:29:38,Fan1,9.89,57.22,0.0092,105.42,0
2025-07-09 09:59:38,Fan1,10.76,61.19,0.0119,105.19,0
2025-07-09 10:29:38,Compressor2,3.14,74.26,0.0214,119.56,0
2025-07-09 10:59:38,Pump2,7.26,64.65,0.0111,111.1,0
2025-07-09 11:29:38,Compressor1,1.64,68.5,0.0271,118.79,0
2025-07-09 11:59:38,Pump1,5.72,60.98,0.0147,111.41,0
2025-07-09 12:29:38,Fan1,1.05,61.52,0.0132,103.33,0
2025-07-09 12:59:38,Compressor2,4.28,74.7,0.0174,123.25,0
2025-07-09 13:29:38,Pump2,3.07,69.57,0.0174,107.19,0
2025-07-09 13:59:38,Pump2,2.35,67.77,0.0102,111.53,0
2025-07-09 14:29:38,Compressor2,8.19,92.67,0.0706,139.55,1
2025-07-09 14:59:38,Compressor2,8.54,91.07,0.0551,136.87,1
2025-07-09 15:29:38,Compressor2,2.15,69.96,0.0133,121.71,0
2025-07-09 15:59:38,Pump2,4.94,66.12,0.018,118.1,0
2025-07-09 16:29:38,Compressor1,10.98,72.17,0.0122,119.69,0
2025-07-09 16:59:38,Pump1,11.75,66.0,0.0187,112.69,0
2025-07-09 17:29:38,Fan1,2.04,60.35,0.0117,111.55,0
2025-07-09 17:59:38,Fan1,9.06,63.28,0.0096,105.95,0
2025-07-09 18:29:38,Compressor1,10.75,70.75,0.0216,122.93,0
2025-07-09 18:59:38,Pump1,8.46,65.71,0.0146,110.22,0
2025-07-09 19:29:38,Pump2,5.85,68.31,0.011,116.95,0
2025-07-09 19:59:38,Compressor2,10.6,75.47,0.0182,125.5,0
2025-07-09 20:29:38,Compressor1,10.23,74.85,0.0182,120.12,0
2025-07-09 20:59:38,Compressor1,6.41,78.75,0.0201,113.46,0
2025-07-09 21:29:38,Compressor1,7.3,74.7,0.0143,123.19,0
2025-07-09 21:59:38,Pump1,1.0,65.63,0.0153,109.7,0
2025-07-09 22:29:38,Pump2,10.08,70.86,0.0133,110.78,0
2025-07-09 22:59:38,Fan1,3.44,66.11,0.0114,109.12,0
2025-07-09 23:29:38,Pump1,8.89,61.31,0.0132,104.72,0
2025-07-09 23:59:38,Compressor1,4.72,66.28,0.0243,117.99,0
2025-07-10 00:29:38,Compressor1,11.6,96.49,0.072,138.71,1
2025-07-10 00:59:38,Compressor2,2.95,73.89,0.0171,124.77,0
2025-07-10 01:29:38,Fan1,11.08,60.4,0.013,115.63,0
2025-07-10 01:59:38,Pump2,6.64,65.39,0.0143,116.02,0
2025-07-10 02:29:38,Pump2,4.8,69.24,0.0172,111.61,0
2025-07-10 02:59:38,Fan1,7.41,65.13,0.013,111.76,0
2025-07-10 03:29:38,Compressor1,2.6,72.25,0.0222,112.43,0
2025-07-10 03:59:38,Fan1,3.24,58.93,0.007,111.59,0
2025-07-10 04:29:38,Compressor2,3.61,77.49,0.0207,122.39,0
2025-07-10 04:59:38,Compressor1,11.62,73.47,0.0205,125.3,0
2025-07-10 05:29:38,Compressor1,8.12,75.2,0.0249,124.89,0
